"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
0.292,1.209,98.458,0.042,0,0,327680,0,252,0,0,972,1439,0,0,7,4559151104,20450897920,2300600320,36613500928,0,0,0,327680,972,1439,0.292,1.209,98.457,0.042,0
0.167,1.127,98.706,0,0,0,0,0,377,0,0,744,1288,1,0,7,4560371712,20449611776,2300600320,36613517312,0,0,0,0,744,1288,0.167,1.170,98.663,0,0
0.125,0.125,99.750,0,0,0,0,0,252,0,0,602,998,0,0,2,4559687680,20450295808,2300600320,36613517312,0,0,0,0,603,999,0.125,0.083,99.792,0,0
0.292,1.293,98.415,0,0,0,0,0,504,0,0,914,1412,0,0,7,4559577088,20450406400,2300600320,36613517312,0,0,0,0,913,1411,0.292,1.293,98.415,0,0
0.250,1.251,98.499,0,0,0,0,0,504,0,0,921,1421,0,0,7,4560064512,20449918976,2300600320,36613517312,0,0,0,0,921,1421,0.250,1.251,98.499,0,0
0.208,1.125,98.626,0.042,0,0,57344,0,504,0,0,885,1111,0,0,7,4559327232,20450656256,2300600320,36613517312,0,0,0,57344,885,1111,0.208,1.125,98.625,0.042,0
1.628,1.795,95.866,0.710,0,0,14995456,18446744073709522944,18446744073709518848,0,0,4972,7666,1,1,52,4553236480,20462297088,2300608512,36613459968,0,0,0,15683584,4972,7666,1.630,1.798,95.861,0.711,0
0.333,0.750,95.085,3.832,0,0,256802816,0,210,0,0,1719,1358,0,1,2,4552208384,20464021504,2300612608,36613472256,0,0,0,256114688,1719,1358,0.333,0.750,95.085,3.832,0
2.418,1.542,92.080,3.960,0,16384,184381440,80,290,0,0,5064,10652,1,1,62,4524707840,20491534336,2300624896,36613382144,0,0,16384,184643584,5085,10672,2.417,1.583,92.042,3.958,0
4.504,3.294,91.868,0.334,0,0,5337088,18446744073709527040,18446744073709496320,0,0,11756,20955,1,1,127,3862151168,21158825984,2300624896,36613152768,0,0,0,5074944,11736,20937,4.502,3.251,91.913,0.333,0
4.351,3.937,91.421,0.290,0,0,2449408,18446744073709549568,18446744073709535232,0,0,9946,18392,1,0,283,3853295616,21621379072,2300628992,36162535424,0,0,0,2449408,9954,18408,4.353,3.939,91.418,0.290,0
4.615,1.622,92.723,1.040,0,0,23330816,240,240,0,0,4998,9137,1,2,91,3857235968,21589753856,2300633088,36189933568,0,0,0,23330816,4989,9119,4.617,1.622,92.720,1.040,0
8.434,6.263,83.507,1.795,0,0,13389824,0,1095,0,0,19378,45421,2,1,554,3950886912,21494640640,2300678144,36190273536,0,0,0,13393920,19396,45460,8.424,6.297,83.486,1.793,0
15.404,3.414,79.434,1.749,0,7716864,46391296,80,2062,0,0,8543,24929,7,2,159,4117909504,21187919872,2300690432,36326166528,0,0,7716864,47075328,8529,24971,15.487,3.455,79.309,1.749,0
12.874,3.904,77.949,5.274,0,69632,156749824,240,14288,0,0,8913,40541,5,3,69,4159188992,21069692928,2300776448,36401266688,0,0,69632,156061696,8909,40471,12.843,3.824,78.055,5.278,0
25.595,3.591,69.019,1.795,0,0,17911808,80,6624,0,0,10186,46494,14,0,186,4371283968,20853751808,2300784640,36403793920,0,0,0,17911808,10186,46487,25.761,3.627,68.820,1.792,0
38.180,2.576,59.202,0.042,0,0,577536,0,4177,0,0,7926,26153,12,0,83,4565254144,20685357056,2300792832,36376449024,0,0,0,577536,7926,26190,38.097,2.576,59.285,0.042,0
39.255,2.195,58.509,0.041,0,0,1531904,160,3118,0,0,6102,15615,1,0,31,4677935104,20570157056,2300796928,36376506368,0,0,0,1531904,6102,15574,39.105,2.154,58.699,0.041,0
3.402,1.286,95.228,0.083,0,0,258048,18322,23920,0,0,2040,4110,0,0,13,4675895296,20571545600,2300801024,36376506368,0,0,0,258048,2040,4110,3.404,1.287,95.226,0.083,0
3.500,1.667,94.833,0,0,0,0,12644,13698,0,0,1984,4837,1,0,62,4724424704,20521734144,2300801024,36376567808,0,0,0,0,1984,4837,3.500,1.667,94.833,0,0
4.927,1.754,92.985,0.334,0,0,110592,23260,23889,0,0,2134,4890,3,0,11,4752285696,20492230656,2300801024,36376588288,0,0,0,110592,2134,4892,4.931,1.797,92.938,0.334,0
6.084,1.573,92.301,0.041,0,0,131072,137356,139260,0,0,4405,12302,2,0,53,4558368768,20658860032,2300801024,36403806208,0,0,0,131072,4405,12300,6.118,1.530,92.311,0.041,0
1.873,1.165,96.962,0,0,0,0,0,629,0,0,2107,2770,0,0,21,4574248960,20643364864,2300801024,36403957760,0,0,0,0,2107,2770,1.832,1.166,97.002,0,0
0.209,1.251,98.540,0,0,0,0,84,336,0,0,1050,1520,0,0,7,4574056448,20643725312,2300801024,36403961856,0,0,0,0,1050,1520,0.209,1.251,98.540,0,0
0.250,1.209,98.541,0,0,0,0,64,441,0,0,965,1292,0,0,7,4573061120,20644691968,2300801024,36403965952,0,0,0,0,965,1292,0.250,1.209,98.541,0,0
0.499,1.040,98.462,0,0,0,0,0,252,0,0,872,1150,0,0,7,4573245440,20644507648,2300801024,36403965952,0,0,0,0,872,1150,0.499,1.040,98.462,0,0
0.125,0.417,99.457,0,0,0,307200,0,952,0,0,679,1391,1,0,7,4573802496,20643975168,2300801024,36403965952,0,0,0,307200,679,1391,0.125,0.459,99.415,0,0
0.250,1.041,98.709,0,0,0,0,0,882,0,0,839,1268,0,0,2,4573691904,20644069376,2300801024,36403965952,0,0,0,0,839,1268,0.250,0.999,98.751,0,0
0.291,1.290,98.419,0,0,0,0,0,252,0,0,983,1279,0,0,7,4573904896,20643852288,2300801024,36403970048,0,0,0,0,983,1279,0.291,1.290,98.419,0,0
0.375,1.457,98.168,0,0,0,0,0,1629,0,0,1057,1492,0,0,7,4574412800,20643315712,2300801024,36403982336,0,0,0,0,1057,1492,0.375,1.457,98.168,0,0
0.250,0.918,98.832,0,0,0,0,0,699,0,0,767,1254,1,0,7,4574584832,20643143680,2300801024,36403982336,0,0,0,0,767,1254,0.250,0.959,98.791,0,0
0.083,0.292,99.625,0,0,0,49152,0,504,0,0,714,1110,0,0,2,4573978624,20643749888,2300801024,36403982336,0,0,0,49152,714,1110,0.083,0.250,99.666,0,0
1.965,1.923,95.192,0.920,0,0,30605312,18446744073709473792,18446744073709432832,0,0,5691,9152,5,0,68,4575936512,20647456768,2300801024,36404056064,0,0,0,30605312,5727,9224,1.963,2.005,95.113,0.919,0
5.634,3.314,90.514,0.539,0,16384,5132288,18446744073709522944,18446744073709508608,0,0,11460,22460,2,0,139,3881312256,21345505280,2300809216,36403716096,0,0,16384,5132288,11425,22390,5.682,3.235,90.543,0.539,0
4.736,3.241,91.649,0.374,0,0,3092480,18446744073709467648,18446744073709475840,0,0,10898,19991,1,0,256,3834290176,21638516736,2300809216,36162875392,0,0,0,3092480,10897,19989,4.734,3.239,91.653,0.374,0
4.042,2,93.667,0.292,0,0,2289664,253,253,0,0,5378,10568,3,0,118,3857199104,21588160512,2300809216,36190253056,0,0,0,2494464,5403,10570,4.045,2.002,93.661,0.292,0
9.121,5.356,83.096,2.427,0,0,34803712,80,1708,0,0,18254,43223,1,0,548,3986358272,21457862656,2300821504,36190572544,0,0,0,34598912,18243,43246,9.076,5.395,83.103,2.426,0
13.964,3.752,80.575,1.709,0,7716864,52203520,160,3814,0,0,9381,28658,2,1,170,4131143680,21208600576,2300829696,36290588672,0,0,7716864,52924416,9372,28661,14,3.708,80.583,1.708,0
19.216,3.251,75.657,1.876,0,0,61345792,80,12829,0,0,10615,27993,11,1,161,4313866240,21017034752,2300841984,36297957376,0,0,0,60628992,10613,28113,19.383,3.251,75.490,1.876,0
30.253,4.724,61.873,3.150,0,0,106299392,160,6986,0,0,9932,42055,15,0,162,4439904256,20706332672,2300858368,36481150976,0,0,0,106295296,9929,41934,30.128,4.766,61.956,3.150,0
31.854,2.737,64.703,0.705,0,0,3227648,80,3979,0,0,6882,21750,12,0,80,4580937728,20666748928,2300866560,36376748032,0,0,0,3227648,6883,21733,31.952,2.735,64.608,0.705,0
35.807,1.917,62.234,0.042,0,0,299008,10983,12984,0,0,5769,14921,3,0,23,4680712192,20564611072,2300866560,36376809472,0,0,0,299008,5768,14911,35.684,1.920,62.354,0.042,0
5.331,1.666,93.003,0,0,0,0,20113,24737,0,0,2428,6357,1,0,49,4731641856,20511989760,2300866560,36376870912,0,0,0,0,2428,6357,5.294,1.626,93.080,0,0
5.623,1.708,92.628,0.042,0,0,253952,73103,74007,0,0,2991,8225,3,0,15,4572622848,20670222336,2300866560,36376870912,0,0,0,253952,2996,8266,5.641,1.949,92.368,0.041,0
2.976,2.191,94.833,0,0,0,0,0,1746,0,0,3673,5560,0,0,56,4574035968,20641570816,2300866560,36404080640,0,0,0,0,3668,5519,2.942,1.948,95.110,0,0
0.167,0.667,99.166,0,0,0,0,207,823,0,0,771,1140,1,0,7,4575223808,20640129024,2300866560,36404232192,0,0,0,0,771,1142,0.167,0.709,99.124,0,0
0.167,0.749,99.084,0,0,0,0,0,754,0,0,787,1381,0,0,2,4575535104,20639850496,2300866560,36404232192,0,0,0,0,787,1379,0.167,0.708,99.125,0,0
0.209,1.293,98.499,0,0,0,0,0,629,0,0,883,1431,0,0,7,4575166464,20640063488,2300866560,36404363264,0,0,0,0,883,1431,0.208,1.292,98.499,0,0
0.208,1.084,98.708,0,0,0,0,0,504,0,0,737,1163,0,0,7,4575420416,20639809536,2300866560,36404363264,0,0,0,0,737,1163,0.209,1.084,98.707,0,0
0.333,1.167,98.458,0.042,0,0,294912,0,574,0,0,915,1358,0,0,7,4576555008,20638674944,2300866560,36404363264,0,0,0,294912,915,1358,0.333,1.166,98.459,0.042,0
0.250,0.417,99.333,0,0,0,0,0,1554,0,0,728,1335,1,0,7,4576428032,20638810112,2300866560,36404363264,0,0,0,0,728,1335,0.251,0.459,99.290,0,0
0.125,0.792,99.083,0,0,0,0,0,322,0,0,687,1014,0,0,2,4575637504,20639596544,2300866560,36404367360,0,0,0,0,687,1014,0.125,0.750,99.125,0,0
0.209,1.251,98.540,0,0,0,0,0,1267,0,0,971,1420,0,0,7,4575592448,20639633408,2300866560,36404367360,0,0,0,0,971,1420,0.208,1.251,98.541,0,0
0.623,1.288,98.089,0,0,0,0,0,195,0,0,1056,1562,0,0,7,4575580160,20639653888,2300866560,36404367360,0,0,0,0,1056,1562,0.623,1.288,98.089,0,0
1.499,1.624,96.836,0.042,0,0,114688,18446744073709506560,18446744073709488128,0,0,3587,6464,1,0,51,4571602944,20644081664,2300866560,36404383744,0,0,0,114688,3587,6464,1.501,1.667,96.790,0.042,0
4.806,1.880,91.977,1.337,0,16384,34439168,18446744073709541376,18446744073709524992,0,0,11019,18801,11,1,122,3956346880,21265997824,2300866560,36404207616,0,0,16384,34439168,11401,18930,4.806,1.839,92.018,1.337,0
2.755,2.295,94.699,0.250,0,0,2719744,18446744073709506560,18446744073709508608,0,0,6277,11083,1,0,67,3942383616,21285019648,2300866560,36404080640,0,0,0,2719744,5895,10954,2.751,2.293,94.706,0.250,0
0.167,1.167,98.624,0.042,0,0,20480,0,168,0,0,799,1139,0,0,5,3871477760,21355978752,2300866560,36404056064,0,0,0,20480,799,1139,0.167,1.168,98.624,0.042,0
3.481,3.647,92.582,0.290,0,0,2457600,18446744073709549568,18446744073709535232,0,0,9041,16103,3,0,228,3851993088,21618737152,2300866560,36163706880,0,0,0,2457600,9046,16105,3.566,3.648,92.496,0.290,0
4.965,2.069,92.429,0.538,0,0,401408,160,160,0,0,6224,11603,6,0,167,3858554880,21585858560,2300866560,36190654464,0,0,0,401408,6223,11632,4.963,2.151,92.349,0.538,0
8.482,5.322,83.534,2.661,0,0,35688448,80,910,0,0,18354,38487,1,0,467,4041781248,21401030656,2300887040,36191162368,0,0,0,35688448,18362,38662,8.396,5.237,83.707,2.660,0
4.630,2.852,90.244,2.274,0,4325376,102948864,0,1657,0,0,6354,15140,4,1,113,4169248768,21169299456,2300891136,36292558848,0,0,4358144,102948864,6356,14996,4.636,2.897,90.190,2.276,0
18.396,3.969,77.098,0.537,0,3391488,4751360,240,10989,0,0,13620,32151,8,0,296,4203601920,21131698176,2300899328,36293320704,0,0,3358720,4751360,13609,32149,18.564,3.960,76.939,0.536,0
11.410,3.886,79.826,4.878,0,0,114413568,80,8490,0,0,7875,30002,5,0,112,4290424832,20940607488,2300907520,36396142592,0,0,0,114413568,7873,29962,11.254,3.889,79.975,4.882,0
16.298,1.672,81.488,0.543,0,0,1441792,80,6589,0,0,4561,14315,7,0,49,4432715776,20814516224,2300907520,36377174016,0,0,0,1441792,4560,14296,16.311,1.673,81.472,0.544,0
28.976,2.040,68.943,0.042,0,0,217088,13382,16597,0,0,5447,27659,8,0,52,4570583040,20674818048,2300907520,36377202688,0,0,0,217088,5449,27673,29.047,1.998,68.914,0.042,0
35.243,2.283,62.474,0,0,0,0,7515,12604,0,0,6235,23898,11,0,54,4702539776,20541837312,2300907520,36377268224,0,0,0,0,6234,23887,35.177,2.287,62.536,0,0
26.340,1.911,71.749,0,0,0,0,5195,6359,0,0,4282,9115,2,0,16,4768886784,20473659392,2300907520,36377337856,0,0,0,0,4281,9111,26.296,1.908,71.796,0,0
5.858,1.828,92.273,0.042,0,0,331776,73103,74030,0,0,4240,10351,1,0,55,4602568704,20629475328,2300907520,36387229696,0,0,0,331776,4240,10351,5.863,1.830,92.266,0.042,0
1.708,1,97.292,0,0,0,0,64,1843,0,0,1490,2515,1,0,17,4609077248,20605550592,2300907520,36404703232,0,0,0,0,1490,2515,1.708,1.042,97.250,0,0
0.417,0.751,98.832,0,0,0,0,0,504,0,0,1484,2036,0,0,12,4606984192,20607954944,2300907520,36404699136,0,0,0,0,1484,2036,0.417,0.708,98.875,0,0
0.167,1.209,98.624,0,0,0,0,0,754,0,0,794,1196,0,0,7,4606885888,20608307200,2300907520,36404699136,0,0,0,0,794,1196,0.167,1.209,98.624,0,0
0.292,1.292,98.416,0,0,0,0,0,629,0,0,1002,1478,0,0,7,4582125568,20633063424,2300907520,36404703232,0,0,0,0,1002,1478,0.292,1.333,98.376,0,0
0.250,1.167,98.583,0,0,0,307200,0,0,0,0,927,1290,0,0,7,4582051840,20633137152,2300907520,36404703232,0,0,0,307200,927,1291,0.250,1.126,98.624,0,0
0.167,0.459,99.375,0,0,0,0,0,1204,0,0,645,1020,1,0,7,4581744640,20633444352,2300907520,36404703232,0,0,0,0,645,1019,0.167,0.459,99.374,0,0
0.167,0.959,98.874,0,0,0,0,0,1064,0,0,836,1383,0,0,2,4582182912,20633006080,2300907520,36404703232,0,0,0,0,836,1383,0.167,0.958,98.875,0,0
0.416,1.207,98.377,0,0,0,0,0,252,0,0,975,1384,0,0,7,4582121472,20633063424,2300907520,36404707328,0,0,0,0,976,1386,0.416,1.206,98.378,0,0
0.208,1.125,98.667,0,0,0,0,0,1322,0,0,884,1218,0,0,7,4581654528,20633518080,2300907520,36404719616,0,0,0,0,883,1216,0.208,1.125,98.666,0,0
0.167,1.294,98.539,0,0,0,0,0,574,0,0,964,1546,0,0,7,4581601280,20633571328,2300907520,36404719616,0,0,0,0,964,1546,0.167,1.293,98.540,0,0
1.710,1.043,96.205,1.043,0,0,15884288,18446744073709506560,18446744073709492224,0,0,4686,7699,1,2,52,4573290496,20648173568,2300907520,36404666368,0,0,0,15884288,4686,7699,1.710,1.043,96.204,1.043,0
4.342,3.132,90.856,1.670,0,16384,18771968,18446744073709524992,18446744073709504512,0,0,10010,20206,0,1,127,3952517120,21270880256,2300907520,36404322304,0,0,16384,18788352,10030,20250,4.342,3.132,90.856,1.670,0
1.835,1.960,96.038,0.167,0,0,2732032,18446744073709527040,18446744073709529088,0,0,5550,9022,0,0,46,3942535168,21284339712,2300907520,36404260864,0,0,0,2715648,5530,8978,1.834,1.959,96.040,0.167,0
2.371,2.080,95.341,0.208,0,0,2351104,18446744073709549568,18446744073709541376,0,0,5374,9156,0,0,50,3852349440,21588545536,2300907520,36192104448,0,0,0,2351104,5375,9165,2.372,2.081,95.339,0.208,0
4.319,2.492,93.148,0.042,0,0,454656,48,18446744073709545472,0,0,7327,12090,2,0,243,3855421440,21587976192,2300911616,36191121408,0,0,0,454656,7326,12081,4.323,2.535,93.101,0.042,0
6.414,3.374,88.088,2.124,0,0,35332096,240,466,0,0,10131,24725,3,0,230,3952058368,21490642944,2300911616,36191461376,0,0,0,35332096,10161,24737,6.409,3.329,88.140,2.122,0
7.196,5.459,83.499,3.846,0,0,77144064,0,1576,0,0,15034,39534,0,2,431,4027576320,21322522624,2300915712,36280012800,0,0,0,77144064,15004,39522,7.199,5.461,83.451,3.889,0
7.859,2.370,86.819,2.952,0,7716864,90730496,240,13107,0,0,6183,20085,2,3,90,4104863744,21125697536,2300919808,36398583808,0,0,7716864,90730496,6183,20085,7.862,2.371,86.814,2.953,0
17.981,4.214,74.176,3.630,0,0,54169600,160,5551,0,0,11304,38991,4,0,211,4269125632,20953169920,2300932096,36404592640,0,0,0,54169600,11304,38993,18.049,4.252,74.114,3.585,0
15.577,2.082,82.257,0.083,0,0,1654784,0,5332,0,0,8018,21602,5,0,145,4375736320,20871589888,2300936192,36377690112,0,0,0,1654784,8019,21604,15.542,2.083,82.292,0.083,0
25.447,2.328,72.225,0,0,0,0,160,2993,0,0,4933,23452,5,0,45,4545318912,20699504640,2300936192,36377702400,0,0,0,0,4933,23521,25.458,2.288,72.255,0,0
34.534,2.567,62.857,0.041,0,0,442368,26002,30568,0,0,6441,26526,10,0,59,4667617280,20574973952,2300936192,36377780224,0,0,0,442368,6440,26470,34.630,2.565,62.764,0.041,0
38.753,2.245,58.960,0.042,0,0,204800,3382,5476,0,0,5635,14660,2,0,16,4763656192,20477255680,2300936192,36377837568,0,0,0,204800,5636,14669,38.586,2.245,59.127,0.042,0
5.650,1.828,92.522,0,0,0,102400,69933,70632,0,0,4118,10349,1,0,57,4581945344,20631572480,2300936192,36405202944,0,0,0,102400,4117,10323,5.650,1.828,92.522,0,0
0.584,0.751,98.666,0,0,0,0,0,1596,0,0,1714,2434,1,0,20,4581322752,20632195072,2300936192,36405198848,0,0,0,0,1714,2434,0.584,0.751,98.666,0,0
0.167,0.625,99.208,0,0,0,0,207,948,0,0,728,1173,0,0,2,4580593664,20632924160,2300936192,36405198848,0,0,0,0,728,1173,0.167,0.667,99.167,0,0
0.167,1.292,98.541,0,0,0,0,218,690,0,0,962,1487,0,0,8,4581617664,20631900160,2300936192,36405198848,0,0,0,0,962,1487,0.167,1.251,98.582,0,0
0.250,1.334,98.416,0,0,0,0,0,629,0,0,926,1406,0,0,7,4582072320,20631437312,2300936192,36405198848,0,0,0,0,926,1406,0.250,1.374,98.376,0,0
0.250,1.166,98.584,0,0,0,307200,0,504,0,0,950,1266,0,0,7,4581715968,20631777280,2300936192,36405198848,0,0,0,307200,950,1266,0.250,1.125,98.624,0,0
0.250,0.500,99.250,0,0,0,0,0,1064,0,0,703,1251,1,0,7,4581756928,20631719936,2300936192,36405198848,0,0,0,0,703,1251,0.250,0.541,99.209,0,0
0.292,0.917,98.792,0,0,0,0,0,1134,0,0,832,1280,0,0,2,4580990976,20632485888,2300936192,36405198848,0,0,0,0,832,1280,0.292,0.875,98.833,0,0
0.125,1.085,98.790,0,0,0,0,0,392,0,0,872,1253,0,0,7,4582080512,20631310336,2300936192,36405211136,0,0,0,0,872,1253,0.125,1.126,98.748,0,0
0.250,1.250,98.500,0,0,0,0,0,1252,0,0,918,1473,0,0,7,4582789120,20630601728,2300936192,36405211136,0,0,0,0,918,1473,0.250,1.209,98.541,0,0
0.375,1.207,98.377,0.042,0,0,53248,0,572,0,0,942,1328,0,0,7,4583403520,20629983232,2300936192,36405215232,0,0,0,53248,942,1328,0.375,1.207,98.377,0.042,0
3.890,1.506,93.601,1.004,0,16384,31309824,18446744073709506560,18446744073709492224,0,0,8435,16821,3,0,119,4529446912,20690952192,2300940288,36404981760,0,0,16384,31309824,8444,16839,3.893,1.549,93.554,1.005,0
3.973,2.719,92.806,0.502,0,0,4440064,18446744073709500416,18446744073709484032,0,0,10480,18995,0,0,108,3943985152,21281148928,2300944384,36404781056,0,0,0,4440064,10471,18977,3.972,2.717,92.809,0.502,0
0.541,1.624,97.709,0.125,0,0,1245184,0,84,0,0,1868,2918,0,0,5,3943092224,21282549760,2300944384,36404756480,0,0,0,1245184,1868,2918,0.541,1.582,97.752,0.125,0
1.830,1.705,96.383,0.083,0,0,1495040,18446744073709549568,18446744073709541376,0,0,4246,7162,0,1,45,3854082048,21373026304,2300944384,36404695040,0,0,0,1495040,4246,7162,1.832,1.707,96.378,0.083,0
4.033,3.202,92.432,0.333,0,0,1228800,48,18446744073709545472,0,0,8069,13609,2,0,259,3847733248,21594222592,2300948480,36191748096,0,0,0,1228800,8069,13609,4.032,3.242,92.394,0.333,0
5.472,2.673,89.766,2.089,0,0,34537472,240,420,0,0,9073,19961,3,0,183,3900874752,21541154816,2300952576,36191735808,0,0,0,34537472,9077,19969,5.505,2.669,89.741,2.085,0
11.325,4.847,83.326,0.501,0,0,1695744,0,1392,0,0,15640,41784,5,0,500,4060475392,21378449408,2300956672,36192014336,0,0,0,1695744,15636,41776,11.381,4.812,83.305,0.502,0
14.758,2.728,79.702,2.811,0,0,105758720,320,8596,0,0,5707,21247,3,0,34,4120481792,21213028352,2300960768,36297207808,0,0,0,105758720,5707,21247,14.717,2.770,79.702,2.811,0
15.242,3.985,78.102,2.671,0,0,73846784,0,5393,0,0,8562,21806,11,0,121,4222095360,21036675072,2300977152,36369141760,0,0,0,73846784,8567,21818,15.277,3.984,78.070,2.669,0
31.461,3.870,62.131,2.538,0,7716864,35201024,160,4835,0,0,11808,35680,8,0,191,4413718528,20812394496,2300981248,36399800320,0,0,7716864,35201024,11803,35695,31.476,3.867,62.121,2.536,0
38.333,2.750,58.208,0.708,0,0,8396800,144,3290,0,0,8862,28202,11,0,105,4591362048,20655521792,2300993536,36377735168,0,0,0,8396800,8862,28210,38.333,2.750,58.208,0.708,0
32.431,2.664,64.904,0,0,0,0,80,5333,0,0,5401,13276,2,0,38,4672937984,20571041792,2300993536,36377968640,0,0,0,0,5401,13242,32.360,2.627,65.013,0,0
5.664,1.583,92.711,0.042,0,0,258048,31033,33596,0,0,2740,7076,2,0,56,4720230400,20521955328,2300993536,36378025984,0,0,0,258048,2740,7075,5.667,1.583,92.708,0.042,0
4.669,1.542,93.789,0,0,0,0,0,1109,0,0,1453,2398,1,0,7,4765405184,20475031552,2300993536,36378038272,0,0,0,0,1453,2398,4.669,1.542,93.789,0,0
10.443,1.160,87.982,0.414,0,0,671744,68338,69990,0,0,3254,9185,2,1,11,4817530880,20422782976,2301001728,36378038272,0,0,0,692224,3254,9185,10.476,1.159,87.950,0.414,0
9.437,1.159,88.079,1.325,0,0,1658880,120962,121741,0,0,4772,11577,3,0,14,4836790272,20403486720,2301022208,36378378240,0,0,0,1638400,4772,11578,9.433,1.158,88.084,1.324,0
8.898,1.538,88.274,1.289,0,0,1765376,148492,149121,0,0,4843,11743,2,1,9,4841795584,20398239744,2301034496,36378542080,0,0,0,1765376,4847,11750,8.902,1.539,88.270,1.290,0
7.881,1.452,89.838,0.830,0,0,1060864,182154,182783,0,0,3988,10328,2,0,7,4870303744,20369391616,2301050880,36378750976,0,0,0,1060864,3985,10320,7.836,1.451,89.884,0.829,0
5.156,2.287,92.183,0.374,0,0,634880,41200,41829,0,0,5097,10194,0,0,64,4615561216,20596555776,2301054976,36406300672,0,0,0,634880,5096,10194,5.154,2.286,92.186,0.374,0
0.167,0.542,99.291,0,0,0,425984,0,994,0,0,931,1598,1,0,7,4616351744,20595740672,2301054976,36406312960,0,0,0,425984,931,1598,0.167,0.585,99.248,0,0
0.208,0.916,98.876,0,0,0,0,0,1134,0,0,896,1291,0,0,2,4616519680,20595572736,2301054976,36406312960,0,0,0,0,897,1293,0.208,0.874,98.918,0,0
0.292,1.209,98.499,0,0,0,0,0,392,0,0,1109,1610,0,0,7,4616781824,20595310592,2301054976,36406312960,0,0,0,0,1108,1608,0.292,1.208,98.500,0,0
0.250,1.168,98.582,0,0,0,0,0,1252,0,0,1168,1694,0,0,7,4617244672,20594847744,2301054976,36406312960,0,0,0,0,1168,1694,0.250,1.168,98.582,0,0
0.993,1.117,97.849,0.041,0,0,290816,0,392,0,0,1441,1409,0,0,7,4617113600,20594974720,2301054976,36406317056,0,0,0,290816,1441,1409,0.993,1.117,97.849,0.041,0
0.250,0.417,99.333,0,0,0,0,0,377,0,0,924,1615,1,0,7,4617224192,20594864128,2301054976,36406317056,0,0,0,0,924,1615,0.250,0.417,99.333,0,0
0.167,0.960,98.873,0,0,0,0,0,377,0,0,925,1460,0,0,2,4617801728,20594253824,2301054976,36406333440,0,0,0,0,925,1460,0.167,0.960,98.874,0,0
0.250,1.167,98.583,0,0,0,0,0,377,0,0,1125,1449,0,0,7,4617912320,20594143232,2301054976,36406333440,0,0,0,0,1125,1449,0.250,1.167,98.583,0,0
0.209,1.293,98.498,0,0,0,0,0,504,0,0,1191,1660,0,0,7,4617871360,20594184192,2301054976,36406333440,0,0,0,0,1191,1660,0.209,1.294,98.497,0,0
0.334,1.168,98.456,0.042,0,0,49152,0,504,0,0,1388,2317,1,0,12,4619104256,20592934912,2301054976,36406333440,0,0,0,49152,1388,2317,0.376,1.169,98.413,0.042,0
4.479,2.115,92.327,1.078,0,16384,33099776,18446744073709228032,18446744073709279232,0,0,9742,17917,0,0,117,4392464384,20825866240,2301063168,36406194176,0,0,16384,33099776,9743,17918,4.438,2.115,92.368,1.078,0
3.552,2.716,93.230,0.501,0,0,4280320,18446744073709285376,18446744073709203456,0,0,9738,17417,0,0,99,3943002112,21280677888,2301063168,36405944320,0,0,0,4280320,9737,17416,3.549,2.714,93.236,0.501,0
0.208,1.209,98.583,0,0,0,0,0,84,0,0,730,1213,0,0,5,3942461440,21281218560,2301063168,36405944320,0,0,0,0,730,1213,0.208,1.209,98.583,0,0
0.167,1.043,98.791,0,0,0,0,80,164,0,0,744,966,0,0,5,3942596608,21281083392,2301063168,36405944320,0,0,0,0,744,966,0.167,1.084,98.749,0,0
0.125,1.002,98.873,0,0,0,0,0,0,0,0,664,1249,1,0,5,3942457344,21281222656,2301063168,36405944320,0,0,0,0,664,1249,0.125,1.003,98.872,0,0
0.667,0.542,98.792,0,0,0,40960,0,140,0,0,1852,3300,0,0,18,3855360000,21368512512,2301063168,36405719040,0,0,0,40960,1854,3304,0.666,0.499,98.835,0,0
4.315,3.237,92.033,0.415,0,0,2732032,18446744073709549568,18446744073709537280,0,0,9741,17100,1,0,265,3836932096,21629968384,2301079552,36165648384,0,0,0,2732032,9741,17110,4.317,3.238,92.030,0.415,0
4.726,2.280,91.833,1.161,0,0,32010240,240,240,0,0,4681,9687,4,2,61,3857768448,21583642624,2301079552,36191756288,0,0,0,32010240,4682,9698,4.728,2.281,91.829,1.161,0
